23490277	r1262	51421424
58522601	r1262	51421424
35716929	r1262	51421424
55590744	r1262	51421424
43009747	r1262	51421424
27216796	r1262	51421424
1864142	r1262	51421424
39786173	r1262	51421424
39951825	r1262	51421424
29281131	r1262	51421424
13985416	r1262	51421424
59840387	r1262	51421424
51718274	r1262	51421424
29793326	r1262	51421424
39923840	r1262	51421424
9448213	r1262	51421424
16305041	r1262	51421424
14575898	r1262	51421424
34988857	r1262	51421424
18080690	r1262	51421424
30736308	r1262	51421424
24312495	r1262	51421424
56531745	r1262	51421424
7376154	r1262	51421424
17401215	r1262	51421424
54961157	r1262	51421424
38258467	r1262	51421424
280788	r1262	51421424
12980950	r1262	51421424
45386113	r1262	51421424
437878	r1262	51421424
3377188	r1262	51421424
33887328	r1262	51421424
16103162	r1262	51421424
45992199	r1262	51421424
7934266	r1262	51421424
52451864	r1262	51421424
53666379	r1262	51421424
28467998	r1262	51421424
50920287	r1262	51421424
18410364	r1262	51421424
6481510	r1262	51421424
9678625	r1262	51421424
39290945	r1262	51421424
17280628	r1262	51421424
24107460	r1262	51421424
30181954	r1262	51421424
3618544	r1262	51421424
21880348	r1262	51421424
33501625	r1262	51421424
57245526	r1262	51421424
51344852	r1262	51421424
17310396	r1262	51421424
17706652	r1262	51421424
6932607	r1262	51421424
6644314	r1262	51421424
44616756	r1262	51421424
2516022	r1262	51421424
40978688	r1262	51421424
59488896	r1262	51421424
35274751	r1262	51421424
35458281	r1262	51421424
33134488	r1262	51421424
14284509	r1262	51421424
38275815	r1262	51421424
11313176	r1262	51421424
46890126	r1262	51421424
41063770	r1262	51421424
45527752	r1262	51421424
45163400	r1262	51421424
36367199	r1262	51421424
726710	r1262	51421424
15971358	r1262	51421424
52132296	r1262	51421424
58474350	r1262	51421424
44432872	r1262	51421424
12581260	r1262	51421424
59301371	r1262	51421424
51530474	r1262	51421424
25929456	r1262	51421424
43573690	r1262	51421424
38908170	r1262	51421424
47730833	r1262	51421424
39528884	r1262	51421424
10991476	r1262	51421424
44270002	r1262	51421424
53164529	r1262	51421424
21170081	r1262	51421424
14941578	r1262	51421424
46813294	r1262	51421424
40351559	r1262	51421424
57253340	r1262	51421424
29700288	r1262	51421424
58199092	r1262	51421424
203778	r1262	51421424
19383176	r1262	51421424
11896561	r1262	51421424
27288584	r1262	51421424
34210771	r1262	51421424
7276888	r1262	51421424
18937952	r1262	51421424
16357386	r1262	51421424
20791324	r1262	51421424
27050973	r1262	51421424
19785002	r1262	51421424
37626900	r1262	51421424
33055142	r1262	51421424
48927286	r1262	51421424
27697324	r1262	51421424
22252425	r1262	51421424
46334297	r1262	51421424
51877922	r1262	51421424
41832613	r1262	51421424
35495432	r1262	51421424
48990774	r1262	51421424
37229399	r1262	51421424
19574195	r1262	51421424
6822375	r1262	51421424
59962199	r1262	51421424
50294639	r1262	51421424
56648145	r1262	51421424
38103915	r1262	51421424
33241216	r1262	51421424
56724044	r1262	51421424
28959234	r1262	51421424
1360124	r1262	51421424
44920144	r1262	51421424
16240072	r1262	51421424
1158694	r1262	51421424
20277299	r1262	51421424
17425937	r1262	51421424
24040521	r1262	51421424
2138744	r1262	51421424
57109528	r1262	51421424
28173643	r1262	51421424
53398112	r1262	51421424
51134827	r1262	51421424
27501235	r1262	51421424
39934646	r1262	51421424
38852790	r1262	51421424
3857354	r1262	51421424
55504262	r1262	51421424
10792304	r1262	51421424
11633604	r1262	51421424
41705020	r1262	51421424
33008254	r1262	51421424
6702112	r1262	51421424
3075483	r1262	51421424
34150020	r1262	51421424
35245506	r1262	51421424
13547611	r1262	51421424
44364249	r1262	51421424
32450399	r1262	51421424
54859484	r1262	51421424
7042072	r1262	51421424
12577723	r1262	51421424
11427125	r1262	51421424
54409315	r1262	51421424
46198537	r1262	51421424
29996512	r1262	51421424
24227489	r1262	51421424
50488461	r1262	51421424
35465733	r1262	51421424
60136634	r1262	51421424
47192124	r1262	51421424
9796970	r1262	51421424
58276522	r1262	51421424
50579101	r1262	51421424
23455291	r1262	51421424
34468972	r1262	51421424
37440208	r1262	51421424
3726817	r1262	51421424
56931011	r1262	51421424
15299495	r1262	51421424
19736614	r1262	51421424
5531442	r1262	51421424
38844035	r1262	51421424
50056425	r1262	51421424
35766115	r1262	51421424
52090886	r1262	51421424
32754341	r1262	51421424
52656502	r1262	51421424
30233875	r1262	51421424
33598055	r1262	51421424
40971126	r1262	51421424
2605435	r1262	51421424
22382771	r1262	51421424
1134845	r1262	51421424
33953482	r1262	51421424
13568579	r1262	51421424
15730438	r1262	51421424
43321265	r1262	51421424
56126441	r1262	51421424
49709643	r1262	51421424
50128103	r1262	51421424
29573726	r1262	51421424
58817944	r1262	51421424
19785770	r1262	51421424
46969296	r1262	51421424
241757	r1262	51421424
31366932	r1262	51421424
28730575	r1262	51421424
29880116	r1262	51421424
31451350	r1262	51421424
47366783	r1262	51421424
32798915	r1262	51421424
26829695	r1262	51421424
26718752	r1262	51421424
37547316	r1262	51421424
34283238	r1262	51421424
236689	r1262	51421424
25223484	r1262	51421424
6933519	r1262	51421424
49675951	r1262	51421424
36006108	r1262	51421424
33999968	r1262	51421424
33574570	r1262	51421424
30378856	r1262	51421424
57645861	r1262	51421424
16952838	r1262	51421424
8202026	r1262	51421424
45216301	r1262	51421424
31494935	r1262	51421424
11767097	r1262	51421424
12527395	r1262	51421424
13560363	r1262	51421424
4057488	r1262	51421424
17979544	r1262	51421424
6629354	r1262	51421424
23872471	r1262	51421424
58107642	r1262	51421424
9289089	r1262	51421424
35155629	r1262	51421424
6009125	r1262	51421424
19849888	r1262	51421424
18706117	r1262	51421424
45734880	r1262	51421424
31493380	r1262	51421424
4486297	r1262	51421424
27576438	r1262	51421424
21080673	r1262	51421424
49769304	r1262	51421424
52298739	r1262	51421424
7248432	r1262	51421424
43008038	r1262	51421424
44418210	r1262	51421424
6923957	r1262	51421424
22074847	r1262	51421424
24594779	r1262	51421424
2904659	r1262	51421424
10225860	r1262	51421424
29497131	r1262	51421424
52754652	r1262	51421424
57208099	r1262	51421424
27946059	r1262	51421424
14804634	r1262	51421424
5141648	r1262	51421424
56114371	r1262	51421424
45795606	r1262	51421424
18824988	r1262	51421424
19034367	r1262	51421424
56603152	r1262	51421424
23833905	r1262	51421424
42131142	r1262	51421424
47095236	r1262	51421424
22452195	r1262	51421424
295369	r1262	51421424
36634825	r1262	51421424
19332435	r1262	51421424
25157129	r1262	51421424
47495035	r1262	51421424
49107824	r1262	51421424
57210993	r1262	51421424
4444448	r1262	51421424
17285864	r1262	51421424
14287419	r1262	51421424
27941132	r1262	51421424
37873839	r1262	51421424
41764846	r1262	51421424
2107808	r1262	51421424
50932747	r1262	51421424
37727668	r1262	51421424
13889809	r1262	51421424
13549133	r1262	51421424
22908011	r1262	51421424
11335724	r1262	51421424
17300749	r1262	51421424
16516608	r1262	51421424
1373429	r1262	51421424
44862575	r1262	51421424
49272084	r1262	51421424
33868188	r1262	51421424
34608132	r1262	51421424
28789954	r1262	51421424
60911032	r1262	51421424
42161181	r1262	51421424
44773070	r1262	51421424
10235663	r1262	51421424
34887571	r1262	51421424
42104045	r1262	51421424
9538737	r1262	51421424
44523371	r1262	51421424
45153456	r1262	51421424
32054148	r1262	51421424
43337422	r1262	51421424
15000934	r1262	51421424
25140588	r1262	51421424
28719707	r1262	51421424
51623012	r1262	51421424
31373883	r1262	51421424
34170549	r1262	51421424
39049855	r1262	51421424
39863018	r1262	51421424
57735568	r1262	51421424
4412560	r1262	51421424
16300229	r1262	51421424
10249010	r1262	51421424
37955133	r1262	51421424
2756344	r1262	51421424
33992278	r1262	51421424
3969369	r1262	51421424
7559185	r1262	51421424
48222897	r1262	51421424
1031490	r1262	51421424
24287566	r1262	51421424
6461608	r1262	51421424
54156268	r1262	51421424
41435846	r1262	51421424
45162683	r1262	51421424
10502498	r1262	51421424
10252643	r1262	51421424
44519168	r1262	51421424
22866795	r1262	51421424
4950508	r1262	51421424
22378355	r1262	51421424
4989921	r1262	51421424
33286445	r1262	51421424
27113822	r1262	51421424
9528983	r1262	51421424
17092071	r1262	51421424
49116883	r1262	51421424
56320013	r1262	51421424
20461571	r1262	51421424
4001368	r1262	51421424
40225583	r1262	51421424
31167478	r1262	51421424
20454232	r1262	51421424
18960751	r1262	51421424
17561186	r1262	51421424
18658244	r1262	51421424
29347858	r1262	51421424
40605956	r1262	51421424
553583	r1262	51421424
57703364	r1262	51421424
22241301	r1262	51421424
25733078	r1262	51421424
50634467	r1262	51421424
60442327	r1262	51421424
49224032	r1262	51421424
26974237	r1262	51421424
40670950	r1262	51421424
55163882	r1262	51421424
12334524	r1262	51421424
15702173	r1262	51421424
9241243	r1262	51421424
28800643	r1262	51421424
46498642	r1262	51421424
1867829	r1262	51421424
51935323	r1262	51421424
39671422	r1262	51421424
33926666	r1262	51421424
53955032	r1262	51421424
20922566	r1262	51421424
59991308	r1262	51421424
28007744	r1262	51421424
23449249	r1262	51421424
45714511	r1262	51421424
3220147	r1262	51421424
28277534	r1262	51421424
48023017	r1262	51421424
16523888	r1262	51421424
5867189	r1262	51421424
26965971	r1262	51421424
58703626	r1262	51421424
58755851	r1262	51421424
26759812	r1262	51421424
4411062	r1262	51421424
20963966	r1262	51421424
9112435	r1262	51421424
38431621	r1262	51421424
53263801	r1262	51421424
46254303	r1262	51421424
21669926	r1262	51421424
9875989	r1262	51421424
56812035	r1262	51421424
2033862	r1262	51421424
35339508	r1262	51421424
9059285	r1262	51421424
59935309	r1262	51421424
47633760	r1262	51421424
46552270	r1262	51421424
49169997	r1262	51421424
19913379	r1262	51421424
